"virus","animal","cors","corsCI1","corsCI2","pval","commonName"
"Civet astrovirus","Rattus.tanezumi",0.213171477769729,-0.0229522148164567,0.426768755156485,0.0764221169953175,"Asian house rat"
"Civet kobuvirus","Rattus.tanezumi",0.122442995968511,-0.115864555938062,0.347421383692028,0.312595046300407,"Asian house rat"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Rattus.tanezumi",0.127088947527646,-0.111205973775773,0.351564343442403,0.294447292464323,"Asian house rat"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Rattus.tanezumi",0.060777086884631,-0.176720689403942,0.29158694474244,0.61721295990603,"Asian house rat"
"European hedgehog papillomavirus","Rattus.tanezumi",0.15719357295728,-0.0807635645208244,0.378198308352141,0.193741022132992,"Asian house rat"
"Hedgehog bocavirus","Rattus.tanezumi",0.219217147934368,-0.0166125940138175,0.431941707599684,0.0682541169359164,"Asian house rat"
"Hedgehog chapparvovirus 6","Rattus.tanezumi",-0.0599501246053221,-0.290827342386114,0.177524637253657,0.622018765440791,"Asian house rat"
"Hedgehog dicipivirus 2","Rattus.tanezumi",0.233132738320101,-0.00194799476786083,0.44379557741028,0.0521053790083905,"Asian house rat"
"Lucheng Rn rat coronavirus","Rattus.tanezumi",0.0832128649410861,-0.154787699174876,0.312084736961253,0.493430845496611,"Asian house rat"
"Lupine bocavirus isolate South Douro","Rattus.tanezumi",0.0237306266599989,-0.212427910195309,0.257270089525257,0.845395172360306,"Asian house rat"
"Marmot kobuvirus","Rattus.tanezumi",0.0712888863079058,-0.166473743075504,0.301217207592035,0.55757104777876,"Asian house rat"
"Myocastor coypus polyomavirus 1","Rattus.tanezumi",0.162644032041469,-0.0752040728773161,0.382981599094283,0.178543671551828,"Asian house rat"
"Raccoon dog amdovirus","Rattus.tanezumi",-0.188353392700099,-0.405385787675312,0.0487795205066862,0.118402271677175,"Asian house rat"
"Rodent papillomavirus","Rattus.tanezumi",0.0584787324709571,-0.178954297142534,0.289475081972414,0.630608584563351,"Asian house rat"
"Skunk adenovirus PB1","Rattus.tanezumi",0.18039043270093,-0.0569996362797313,0.398474298213083,0.135079334132983,"Asian house rat"
"SARS-CoV-2","Rattus.tanezumi",0.0256247758750544,-0.210617406186559,0.259039082649599,0.83322554006772,"Asian house rat"
"Human adenovirus type 1","Larimichthys.crocea",NA,NA,NA,NA,"Large yellow croaker"
"Human astrovirus","Larimichthys.crocea",NA,NA,NA,NA,"Large yellow croaker"
"Human herpesvirus 1","Larimichthys.crocea",-0.0300301166835878,-0.263147292822323,0.206400327051988,0.805077182036958,"Large yellow croaker"
"Human herpesvirus 4","Larimichthys.crocea",-0.0206277737238163,-0.254368871771891,0.215390242499781,0.865407435549314,"Large yellow croaker"
"Human orthopneumovirus B","Larimichthys.crocea",NA,NA,NA,NA,"Large yellow croaker"
"Human papillomavirus 1","Larimichthys.crocea",NA,NA,NA,NA,"Large yellow croaker"
"Human papillomavirus type 41","Larimichthys.crocea",-0.037309189418721,-0.269916932933092,0.199413024472699,0.759119415809644,"Large yellow croaker"
"Influenza A virus H3N2","Larimichthys.crocea",NA,NA,NA,NA,"Large yellow croaker"
"Influenza A virus H5N1","Larimichthys.crocea",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Large yellow croaker"
"Influenza A virus H7N9, segment 1","Larimichthys.crocea",-0.0251664838282558,-0.258611215850788,0.211055608832752,0.836166532674928,"Large yellow croaker"
"Influenza A virus H7N9, segment 2","Larimichthys.crocea",-0.0202683934085964,-0.254032573282703,0.215733066894714,0.867731019400472,"Large yellow croaker"
"Influenza A virus H7N9, segment 3","Larimichthys.crocea",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Large yellow croaker"
"Influenza A virus H7N9, segment 5","Larimichthys.crocea",-0.0206103336524208,-0.254352553124366,0.215406880485764,0.865520168741157,"Large yellow croaker"
"Influenza A virus H9N2 (HA)","Larimichthys.crocea",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Large yellow croaker"
"Influenza A virus H9N2 segment 5","Larimichthys.crocea",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Large yellow croaker"
"Parvovirus NIH-CQV","Larimichthys.crocea",NA,NA,NA,NA,"Large yellow croaker"
"Bamboo rat circovirus","Larimichthys.crocea",0.199559514956846,-0.0371568392746965,0.415070347686313,0.0976656557201562,"Large yellow croaker"
"Bamboo rat coronavirus","Larimichthys.crocea",0.19527694972483,-0.0416061715492452,0.411375024204191,0.105226989453157,"Large yellow croaker"
"Betacoronavirus HKU24","Larimichthys.crocea",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Large yellow croaker"
"Cadicivirus B","Larimichthys.crocea",-0.0446308913776257,-0.276703099955178,0.192360433398196,0.713717300371961,"Large yellow croaker"
"Canine coronavirus HeB-G1","Larimichthys.crocea",0.186366833522874,-0.0508332453126408,0.40366386384249,0.122406929292664,"Large yellow croaker"
"Canine coronavirus SD-F3","Larimichthys.crocea",-0.0388618593733928,-0.271357968321632,0.197919469348773,0.749417196496098,"Large yellow croaker"
"Canine kobuvirus JX-MO1","Larimichthys.crocea",-0.00658153528344725,-0.241182570562184,0.228746240114446,0.956876081031013,"Large yellow croaker"
"Canine kobuvirus SMCD-59","Larimichthys.crocea",-0.0146920121119666,-0.24880709169355,0.221045110587244,0.903916480550175,"Large yellow croaker"
"Canine parvovirus","Larimichthys.crocea",0.0922433127950719,-0.145892905827761,0.320275434189111,0.447560595577024,"Large yellow croaker"
"Civet astrovirus","Larimichthys.crocea",-0.0278438575625063,-0.261109548288571,0.208494255113752,0.819018006282742,"Large yellow croaker"
"Civet kobuvirus","Larimichthys.crocea",-0.051254745792049,-0.28282258412288,0.1859588778972,0.673474857296104,"Large yellow croaker"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Larimichthys.crocea",-0.026349694700035,-0.259715688310896,0.209924070534663,0.828578197560097,"Large yellow croaker"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Larimichthys.crocea",0.230114233626235,-0.00513758152836406,0.441230537614197,0.055312663060303,"Large yellow croaker"
"European hedgehog papillomavirus","Larimichthys.crocea",-0.0667689192884137,-0.297082032391073,0.170886128264184,0.582879317932199,"Large yellow croaker"
"Hedgehog bocavirus","Larimichthys.crocea",-0.093341845204384,-0.321269492408309,0.144808242431708,0.442147158869574,"Large yellow croaker"
"Hedgehog chapparvovirus 6","Larimichthys.crocea",-0.0578468811731279,-0.288894105576453,0.179567920016846,0.63431238243517,"Large yellow croaker"
"Hedgehog dicipivirus 2","Larimichthys.crocea",-0.0458575018831178,-0.277837732617626,0.191176508149918,0.706202189536606,"Large yellow croaker"
"Lucheng Rn rat coronavirus","Larimichthys.crocea",-0.0204644021538573,-0.254216000032698,0.215546095086191,0.866463579370138,"Large yellow croaker"
"Lupine bocavirus isolate South Douro","Larimichthys.crocea",-0.0631327449980038,-0.293749129056922,0.174428851052464,0.603611414016314,"Large yellow croaker"
"Marmot kobuvirus","Larimichthys.crocea",0.137441498106611,-0.100787473309807,0.360764562722688,0.256539884575778,"Large yellow croaker"
"Myocastor coypus polyomavirus 1","Larimichthys.crocea",-0.0390657408462381,-0.271547113642066,0.197723268561963,0.748146034225667,"Large yellow croaker"
"Raccoon dog amdovirus","Larimichthys.crocea",-0.0301266558157072,-0.263237226036193,0.206307815052989,0.804462954367192,"Large yellow croaker"
"Rodent papillomavirus","Larimichthys.crocea",-0.0456178282489417,-0.277616081868025,0.191407895524148,0.707668431670128,"Large yellow croaker"
"Skunk adenovirus PB1","Larimichthys.crocea",-0.122066733861784,-0.347085472518342,0.116241382583004,0.314095649952716,"Large yellow croaker"
"SARS-CoV-2","Larimichthys.crocea",0.549017190798451,0.360556706789487,0.694409118755215,8.59963104940337e-07,"Large yellow croaker"
"Human adenovirus type 1","Sus.scrofa",NA,NA,NA,NA,"Wild boar"
"Human astrovirus","Sus.scrofa",NA,NA,NA,NA,"Wild boar"
"Human herpesvirus 1","Sus.scrofa",-0.0965591104494789,-0.324177897879345,0.141628299055515,0.426505433754221,"Wild boar"
"Human herpesvirus 4","Sus.scrofa",0.0345809272329234,-0.202034751963883,0.267382302040993,0.776256882150533,"Wild boar"
"Human orthopneumovirus B","Sus.scrofa",NA,NA,NA,NA,"Wild boar"
"Human papillomavirus 1","Sus.scrofa",NA,NA,NA,NA,"Wild boar"
"Human papillomavirus type 41","Sus.scrofa",0.208833607954219,-0.0274893280347057,0.423048442561616,0.0827491888974032,"Wild boar"
"Influenza A virus H3N2","Sus.scrofa",NA,NA,NA,NA,"Wild boar"
"Influenza A virus H5N1","Sus.scrofa",-0.0773089409916728,-0.306711368833277,0.160582150631233,0.524698352902527,"Wild boar"
"Influenza A virus H7N9, segment 1","Sus.scrofa",-0.0313443468790355,-0.26437124596809,0.205140556990526,0.796725676387564,"Wild boar"
"Influenza A virus H7N9, segment 2","Sus.scrofa",-0.108118034071462,-0.334591775348379,0.130162763395048,0.372978420136112,"Wild boar"
"Influenza A virus H7N9, segment 3","Sus.scrofa",-0.0773089409916728,-0.306711368833277,0.160582150631233,0.524698352902527,"Wild boar"
"Influenza A virus H7N9, segment 5","Sus.scrofa",-0.109942051702604,-0.336230065225037,0.128347642119627,0.364920253164984,"Wild boar"
"Influenza A virus H9N2 (HA)","Sus.scrofa",-0.0773089409916728,-0.306711368833277,0.160582150631233,0.524698352902527,"Wild boar"
"Influenza A virus H9N2 segment 5","Sus.scrofa",0.305046731303384,0.075483198671761,0.503902034120367,0.0102355982080613,"Wild boar"
"Parvovirus NIH-CQV","Sus.scrofa",NA,NA,NA,NA,"Wild boar"
"Bamboo rat circovirus","Sus.scrofa",0.133236083003905,-0.105025989225488,0.357032482232641,0.271518403827054,"Wild boar"
"Bamboo rat coronavirus","Sus.scrofa",0.043863773744739,-0.193100505349255,0.275993175886375,0.718431117550214,"Wild boar"
"Betacoronavirus HKU24","Sus.scrofa",0.109951997290067,-0.128337740662087,0.336238994366011,0.364876609029088,"Wild boar"
"Cadicivirus B","Sus.scrofa",-0.0389928477271311,-0.271479491156947,0.197793417807906,0.748600432303715,"Wild boar"
"Canine coronavirus HeB-G1","Sus.scrofa",0.0506196904242256,-0.186573494643249,0.282236700650143,0.677295845451671,"Wild boar"
"Canine coronavirus SD-F3","Sus.scrofa",0.0762429983472573,-0.161626583598315,0.305739656179206,0.530447479975853,"Wild boar"
"Canine kobuvirus JX-MO1","Sus.scrofa",0.0323564345741745,-0.204169874634824,0.265313300033037,0.79030961144692,"Wild boar"
"Canine kobuvirus SMCD-59","Sus.scrofa",-0.0710511960311818,-0.300999967473716,0.166706013416889,0.558888795120541,"Wild boar"
"Canine parvovirus","Sus.scrofa",0.0828536858528402,-0.155140686652757,0.31175825326024,0.495304788070578,"Wild boar"
"Civet astrovirus","Sus.scrofa",0.108238258775189,-0.130043174214995,0.334699800517351,0.372443996762179,"Wild boar"
"Civet kobuvirus","Sus.scrofa",0.0774725584304109,-0.160421787655582,0.306860480066819,0.523818658095552,"Wild boar"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Sus.scrofa",-0.0516052081806233,-0.283145836476655,0.185619615280925,0.671369717347549,"Wild boar"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Sus.scrofa",-0.0735444615790398,-0.303277532707002,0.164268286575957,0.545140353452468,"Wild boar"
"European hedgehog papillomavirus","Sus.scrofa",-0.00441420646086476,-0.239140186225012,0.230799205646039,0.971069398151322,"Wild boar"
"Hedgehog bocavirus","Sus.scrofa",0.0723116409806057,-0.165474008657871,0.302151695296584,0.551917859546696,"Wild boar"
"Hedgehog chapparvovirus 6","Sus.scrofa",-0.0306105959239052,-0.263687990346536,0.205843998809592,0.801385683796335,"Wild boar"
"Hedgehog dicipivirus 2","Sus.scrofa",0.0145902447474987,-0.221141924077638,0.248711601347439,0.904578901265807,"Wild boar"
"Lucheng Rn rat coronavirus","Sus.scrofa",0.0370880469525926,-0.199625657935451,0.26971160546189,0.760504336600704,"Wild boar"
"Lupine bocavirus isolate South Douro","Sus.scrofa",0.027638708466258,-0.208690629132475,0.260918228405633,0.820329100290708,"Wild boar"
"Marmot kobuvirus","Sus.scrofa",0.00801952767191345,-0.227382970068829,0.242536518212978,0.94746611270471,"Wild boar"
"Myocastor coypus polyomavirus 1","Sus.scrofa",-0.0426091933626941,-0.274831586476185,0.19431027316003,0.726162871864226,"Wild boar"
"Raccoon dog amdovirus","Sus.scrofa",-0.0116926317822693,-0.245990802400263,0.223896537722152,0.923465471505189,"Wild boar"
"Rodent papillomavirus","Sus.scrofa",0.122398952973021,-0.115908668560268,0.34738206691942,0.312770459001442,"Wild boar"
"Skunk adenovirus PB1","Sus.scrofa",0.0633036679830334,-0.17426245851745,0.293905922101717,0.602629651880136,"Wild boar"
"SARS-CoV-2","Sus.scrofa",-0.0949466492430437,-0.322720771777741,0.143222669612991,0.434305132294058,"Wild boar"
"Human adenovirus type 1","Rattus.exulans",NA,NA,NA,NA,"Polynesian rat"
"Human astrovirus","Rattus.exulans",NA,NA,NA,NA,"Polynesian rat"
"Human herpesvirus 1","Rattus.exulans",-0.0300301166835878,-0.263147292822323,0.206400327051988,0.805077182036958,"Polynesian rat"
"Human herpesvirus 4","Rattus.exulans",-0.0206277737238164,-0.254368871771891,0.215390242499781,0.865407435549314,"Polynesian rat"
"Human orthopneumovirus B","Rattus.exulans",NA,NA,NA,NA,"Polynesian rat"
"Human papillomavirus 1","Rattus.exulans",NA,NA,NA,NA,"Polynesian rat"
"Human papillomavirus type 41","Rattus.exulans",0.148792381720088,-0.0893039141433729,0.370802286181157,0.218948886772586,"Polynesian rat"
"Influenza A virus H3N2","Rattus.exulans",NA,NA,NA,NA,"Polynesian rat"
"Influenza A virus H5N1","Rattus.exulans",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Polynesian rat"
"Influenza A virus H7N9, segment 1","Rattus.exulans",-0.0251664838282558,-0.258611215850788,0.211055608832752,0.836166532674928,"Polynesian rat"
"Influenza A virus H7N9, segment 2","Rattus.exulans",-0.0202683934085964,-0.254032573282703,0.215733066894714,0.867731019400472,"Polynesian rat"
"Influenza A virus H7N9, segment 3","Rattus.exulans",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Polynesian rat"
"Influenza A virus H7N9, segment 5","Rattus.exulans",-0.0206103336524208,-0.254352553124366,0.215406880485764,0.865520168741157,"Polynesian rat"
"Influenza A virus H9N2 (HA)","Rattus.exulans",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Polynesian rat"
"Influenza A virus H9N2 segment 5","Rattus.exulans",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Polynesian rat"
"Parvovirus NIH-CQV","Rattus.exulans",NA,NA,NA,NA,"Polynesian rat"
"Bamboo rat circovirus","Rattus.exulans",-0.0324763648494007,-0.265424902001045,0.204054819974711,0.7895502322385,"Polynesian rat"
"Bamboo rat coronavirus","Rattus.exulans",-0.0697210695097951,-0.299783840412712,0.168005322897221,0.566290139982342,"Polynesian rat"
"Betacoronavirus HKU24","Rattus.exulans",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Polynesian rat"
"Cadicivirus B","Rattus.exulans",-0.0446308913776257,-0.276703099955178,0.192360433398196,0.713717300371961,"Polynesian rat"
"Canine coronavirus HeB-G1","Rattus.exulans",-0.0466186004194482,-0.278541434638306,0.190441548445139,0.701553133401562,"Polynesian rat"
"Canine coronavirus SD-F3","Rattus.exulans",-0.0388618593733928,-0.271357968321632,0.197919469348773,0.749417196496098,"Polynesian rat"
"Canine kobuvirus JX-MO1","Rattus.exulans",0.0664178115854138,-0.171228480566023,0.296760453024595,0.584866969620906,"Polynesian rat"
"Canine kobuvirus SMCD-59","Rattus.exulans",0.0170715341466729,-0.218780094780828,0.251038548058107,0.888447359960448,"Polynesian rat"
"Canine parvovirus","Rattus.exulans",-0.0184839800565011,-0.252361929479097,0.217434414748356,0.879284371098618,"Polynesian rat"
"Civet astrovirus","Rattus.exulans",-0.0278438575625063,-0.261109548288571,0.208494255113752,0.819018006282742,"Polynesian rat"
"Civet kobuvirus","Rattus.exulans",-0.051254745792049,-0.28282258412288,0.1859588778972,0.673474857296104,"Polynesian rat"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Rattus.exulans",0.553370244953627,0.365984294411217,0.697632734233384,6.75380523451119e-07,"Polynesian rat"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Rattus.exulans",0.452305585676741,0.243176363072466,0.621252818927113,8.46106942080616e-05,"Polynesian rat"
"European hedgehog papillomavirus","Rattus.exulans",-0.0667689192884137,-0.297082032391072,0.170886128264184,0.582879317932199,"Polynesian rat"
"Hedgehog bocavirus","Rattus.exulans",-0.0933418452043841,-0.321269492408309,0.144808242431708,0.442147158869574,"Polynesian rat"
"Hedgehog chapparvovirus 6","Rattus.exulans",-0.0578468811731279,-0.288894105576453,0.179567920016846,0.63431238243517,"Polynesian rat"
"Hedgehog dicipivirus 2","Rattus.exulans",-0.0458575018831178,-0.277837732617626,0.191176508149918,0.706202189536606,"Polynesian rat"
"Lucheng Rn rat coronavirus","Rattus.exulans",-0.0204644021538573,-0.254216000032698,0.215546095086191,0.866463579370138,"Polynesian rat"
"Lupine bocavirus isolate South Douro","Rattus.exulans",-0.0631327449980038,-0.293749129056922,0.174428851052464,0.603611414016314,"Polynesian rat"
"Marmot kobuvirus","Rattus.exulans",-0.0535916282742711,-0.284977036591075,0.183695606108291,0.659485786132895,"Polynesian rat"
"Myocastor coypus polyomavirus 1","Rattus.exulans",0.757207783266229,0.635262265308689,0.842313826518093,3.32918861478303e-14,"Polynesian rat"
"Raccoon dog amdovirus","Rattus.exulans",0.105086751673153,-0.133175732636394,0.331866117248807,0.38660610979016,"Polynesian rat"
"Rodent papillomavirus","Rattus.exulans",-0.0456178282489417,-0.277616081868025,0.191407895524148,0.707668431670128,"Polynesian rat"
"Skunk adenovirus PB1","Rattus.exulans",0.0967740852959273,-0.141415642673054,0.324372081740461,0.425471639433619,"Polynesian rat"
"SARS-CoV-2","Rattus.exulans",-0.0343769293496618,-0.267192652841844,0.202230647857713,0.777542689454693,"Polynesian rat"
"Human adenovirus type 1","Homo.sapiens",NA,NA,NA,NA,"Human"
"Human astrovirus","Homo.sapiens",NA,NA,NA,NA,"Human"
"Human herpesvirus 1","Homo.sapiens",0.143193265496862,-0.0949763983113607,0.365857394107834,0.23697762151698,"Human"
"Human herpesvirus 4","Homo.sapiens",-0.07280796154382,-0.302605022676672,0.16498868313804,0.549184446720616,"Human"
"Human orthopneumovirus B","Homo.sapiens",NA,NA,NA,NA,"Human"
"Human papillomavirus 1","Homo.sapiens",NA,NA,NA,NA,"Human"
"Human papillomavirus type 41","Homo.sapiens",0.0614217363021811,-0.176093760750331,0.292178882624145,0.613477718086013,"Human"
"Influenza A virus H3N2","Homo.sapiens",NA,NA,NA,NA,"Human"
"Influenza A virus H5N1","Homo.sapiens",-0.183708947246202,-0.40135763217586,0.0535778608400168,0.127925720566914,"Human"
"Influenza A virus H7N9, segment 1","Homo.sapiens",-0.122698562336925,-0.347649509801932,0.115608566994346,0.311578437448286,"Human"
"Influenza A virus H7N9, segment 2","Homo.sapiens",-0.13910078490376,-0.362235125820912,0.0991127438171366,0.25078733779056,"Human"
"Influenza A virus H7N9, segment 3","Homo.sapiens",-0.183708947246202,-0.40135763217586,0.0535778608400168,0.127925720566914,"Human"
"Influenza A virus H7N9, segment 5","Homo.sapiens",-0.104543911762148,-0.331377608223303,0.133714828491704,0.389077528851487,"Human"
"Influenza A virus H9N2 (HA)","Homo.sapiens",-0.183708947246202,-0.40135763217586,0.0535778608400168,0.127925720566914,"Human"
"Influenza A virus H9N2 segment 5","Homo.sapiens",0.0222811727177755,-0.213812262356745,0.255915350397188,0.854732283368426,"Human"
"Parvovirus NIH-CQV","Homo.sapiens",NA,NA,NA,NA,"Human"
"Bamboo rat circovirus","Homo.sapiens",-0.00886865987589331,-0.243335593362099,0.2265775277616,0.941912821694774,"Human"
"Bamboo rat coronavirus","Homo.sapiens",-0.0855148457382438,-0.314175890203308,0.152523956812209,0.4815094014077,"Human"
"Betacoronavirus HKU24","Homo.sapiens",0.0533962335029197,-0.183884942471055,0.284796984942565,0.660651093146679,"Human"
"Cadicivirus B","Homo.sapiens",0.255838574047714,0.0221990580482367,0.462980338823948,0.0325433060275087,"Human"
"Canine coronavirus HeB-G1","Homo.sapiens",0.0870362332543183,-0.151026469056105,0.31555672427838,0.473715415732325,"Human"
"Canine coronavirus SD-F3","Homo.sapiens",0.0606871480155327,-0.176808140628082,0.291504345918312,0.617734859100919,"Human"
"Canine kobuvirus JX-MO1","Homo.sapiens",0.115219081496756,-0.123087344272217,0.340962069656393,0.342212466776383,"Human"
"Canine kobuvirus SMCD-59","Homo.sapiens",0.0454566650014083,-0.191563472046213,0.277467023822042,0.708654970529146,"Human"
"Canine parvovirus","Homo.sapiens",0.25472445943102,0.0210078328305079,0.462043500099519,0.0333334952001009,"Human"
"Civet astrovirus","Homo.sapiens",-0.156851532508245,-0.377897741633219,0.0811119542150159,0.19472476637937,"Human"
"Civet kobuvirus","Homo.sapiens",-0.0185346144584358,-0.252409354792584,0.217386157161704,0.878956175476832,"Human"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Homo.sapiens",0.119439272761495,-0.118870875022846,0.344738174045754,0.324703327674349,"Human"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Homo.sapiens",0.15073663685375,-0.0873305629451071,0.37251642700896,0.212919938560973,"Human"
"European hedgehog papillomavirus","Homo.sapiens",0.452117929143273,0.242954403758009,0.621107946800951,8.52580902363421e-05,"Human"
